states,year,quarter,district,trans_counts,amount,registered_user_counts,level
andhra-pradesh,2022,1,kurnool district,35093633.0,81568420500.54749,1729513,district_map
andhra-pradesh,2022,1,chittoor district,58561024.0,117900595508.634,2270705,district_map
andhra-pradesh,2022,1,guntur district,57226996.0,129673727687.0894,2387051,district_map
andhra-pradesh,2022,1,krishna district,61826199.0,139690081529.49042,2423373,district_map
andhra-pradesh,2022,2,east godavari district,62072845.0,135531452997.63911,2564165,district_map
andhra-pradesh,2022,2,srikakulam district,23727353.0,53754764122.43269,1086164,district_map
andhra-pradesh,2022,2,spsr nellore district,54838708.0,121941082043.4948,1509927,district_map
andhra-pradesh,2022,2,vizianagaram district,21766135.0,47294745020.49564,943242,district_map
andhra-pradesh,2022,2,visakhapatnam district,101387402.0,193242841582.1428,3226029,district_map
andhra-pradesh,2022,2,prakasam district,36163507.0,90435082545.97766,1487589,district_map
andhra-pradesh,2022,2,anantapur district,46099366.0,102138758015.7691,1928213,district_map
andhra-pradesh,2022,2,ysr district,33154559.0,87601310069.59737,1412848,district_map
andhra-pradesh,2022,2,west godavari district,44409239.0,107973244960.4282,1714357,district_map
andhra-pradesh,2022,2,kurnool district,40165692.0,92409350855.50198,1825280,district_map
andhra-pradesh,2022,2,chittoor district,67507661.0,136435445124.75612,2392549,district_map
andhra-pradesh,2022,2,guntur district,66315749.0,147098141568.7623,2514794,district_map
andhra-pradesh,2022,2,krishna district,73525814.0,163997729295.9313,2552107,district_map
andhra-pradesh,2022,3,east godavari district,61467134.0,129677722169.7482,2702234,district_map
andhra-pradesh,2022,3,srikakulam district,22126541.0,46899962921.785614,1147016,district_map
andhra-pradesh,2022,3,spsr nellore district,42116582.0,95099325968.25972,1588875,district_map
andhra-pradesh,2022,3,vizianagaram district,20440645.0,42513313394.84207,995141,district_map
andhra-pradesh,2022,3,visakhapatnam district,97434546.0,181124419863.6144,3397514,district_map
